user_id,days_passed_last_trip,days_passed_last_dropoff_trip,days_passed_last_failed_trip,days_passed_last_rider_cancel_trip,days_passed_last_driver_cancel_trip,numbers_of_dropoff_trips_last9m,numbers_of_failed_trips_last9m,numbers_of_trips_canceled_by_rider_last9m,numbers_of_trips_canceled_by_driver_last9m,numbers_of_trips_charged_cancelation_fee_last9m,total_spending_last9m,total_cancelation_fee_last9m,total_distance_last9m,total_duration_last9m,avg_distance_last9m,avg_duration_last9m,avg_rider_score_last9m,is_last_trip_dropoff,is_last_trip_failed,is_last_trip_canceled_by_rider,is_last_trip_canceled_by_driver,label
272d6b7506a01773922d1caef197c75f,96,0.0,0.0,96.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.663370363448667,0,0,1,0,1
274830ce12f90afc5e6000fa62d2d9cf,176,176.0,0.0,213.0,0.0,4,0,1,0,0,19878.0,0.0,57545.0,1261.0,5280.0,98.0,4.75,1,0,0,0,1
274830ce12f90afc5e6000fa62d397e5,101,101.0,0.0,189.0,0.0,48,0,5,0,1,157649.0,1718.0,390146.0,34350.0,8130.0,412.0,4.595238095238095,1,0,0,0,0
275052e660ff5672db6624c42b69826b,93,93.0,0.0,93.0,0.0,9,0,4,0,0,24770.0,0.0,62220.0,4008.0,3180.0,252.0,4.111111111111111,1,0,1,0,0
275052e660ff5672db6624c42b6d0c29,136,136.0,0.0,162.0,0.0,9,0,1,0,0,19172.0,0.0,49424.0,3583.0,4885.0,372.5,4.333333333333333,1,0,0,0,0
277551ace9ebc79f176d0f35749f6648,100,100.0,0.0,0.0,0.0,1,0,0,0,0,1700.0,0.0,3180.0,389.0,3180.0,389.0,5.0,1,0,0,0,0
27c157e605c56c7df70c605963e03211,135,135.0,0.0,0.0,0.0,5,0,0,0,0,11664.0,0.0,30238.0,1194.0,7072.0,171.0,5.0,1,0,0,0,0
27c157e605c56c7df70c605963e198bd,134,134.0,0.0,307.0,0.0,4,0,2,0,0,19388.0,0.0,62303.0,997.0,14200.5,138.0,4.75,1,0,0,0,0
2882f2cd0cc485ca8ab8b5006499d1ff,148,148.0,0.0,0.0,149.0,1,0,0,1,0,5905.0,0.0,17030.0,964.0,8515.0,482.0,5.0,1,0,0,0,1
2894d770d508897b1e067c5834d914ae,117,117.0,0.0,0.0,118.0,3,0,0,1,0,5626.0,0.0,10840.0,818.0,2730.0,106.5,4.666666666666667,1,0,0,0,0
2894d770d508897b1e067c5834da8d57,119,119.0,0.0,0.0,0.0,2,0,0,0,0,10440.0,0.0,27860.0,1924.0,13930.0,962.0,5.0,1,0,0,0,0
29a360323f1754d8cf08023eb1f27a8c,254,0.0,0.0,254.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.663370363448667,0,0,1,0,0
29a360323f1754d8cf08023eb1f3dbb7,94,94.0,0.0,94.0,242.0,30,0,7,1,1,164527.0,1700.0,432883.0,26222.0,15155.0,405.5,4.714285714285714,1,0,1,0,0
29a360323f1754d8cf08023eb1f6b4e4,103,103.0,208.0,115.0,0.0,14,1,8,0,0,42052.0,0.0,117115.0,5432.0,5020.0,130.0,4.928571428571429,1,0,0,0,0
2b5e692593bd255cec99dcef63693431,118,118.0,0.0,0.0,127.0,7,0,0,1,0,25047.0,0.0,78870.0,1124.0,9400.0,137.0,5.0,1,0,0,0,0
2b9be9ff113177942788e7d6e855c9f4,137,137.0,0.0,0.0,0.0,2,0,0,0,0,4559.0,0.0,10891.0,1289.0,5445.5,644.5,5.0,1,0,0,0,1
